비유동자산,자산총계,유동부채,비유동부채,부채총계,이익잉여금,자본총계,매출액,영업이익,법인세차감전 순이익,당기순이익,당기순이익(손실),연도,분기,자본금,총포괄손익
20320214000000.0,28742198000000.0,4750892000000.0,3308841000000.0,8059733000000.0,13614710000000.0,20682465000000.0,18780792000000.0,5076507000000.0,5002479000000.0,4019080000000.0,4019080000000.0,2015,Q4,,
21314419000000.0,28833838000000.0,4107935000000.0,3970529000000.0,8078464000000.0,13687619000000.0,20755374000000.0,3484735000000.0,516302000000.0,529841000000.0,428034000000.0,428034000000.0,2016,Q1,,
21392286000000.0,28418745000000.0,3027976000000.0,4353174000000.0,7381150000000.0,13969840000000.0,21037595000000.0,3849874000000.0,415820000000.0,371800000000.0,284371000000.0,284371000000.0,2016,Q2,,
21908159000000.0,28636817000000.0,3026457000000.0,4109073000000.0,7135530000000.0,14433532000000.0,21501287000000.0,4074237000000.0,582542000000.0,560016000000.0,465852000000.0,465852000000.0,2016,Q3,,
23465792000000.0,31399093000000.0,4351661000000.0,3955919000000.0,8307580000000.0,16022210000000.0,23091513000000.0,5324265000000.0,1497755000000.0,1500085000000.0,1476765000000.0,1476765000000.0,2016,Q4,,
24047535000000.0,33443521000000.0,4969305000000.0,3938114000000.0,8907419000000.0,17466776000000.0,24536102000000.0,6195897000000.0,2388002000000.0,2334379000000.0,1872337000000.0,1872337000000.0,2017,Q1,,
26122959000000.0,36649179000000.0,5472083000000.0,4207331000000.0,9679414000000.0,19900178000000.0,26969765000000.0,6657032000000.0,2999379000000.0,3028026000000.0,2437544000000.0,2437544000000.0,2017,Q2,,
27765547000000.0,39663757000000.0,5599302000000.0,4160080000000.0,9759382000000.0,22834524000000.0,29904375000000.0,7974611000000.0,3613747000000.0,3706080000000.0,2938555000000.0,2938555000000.0,2017,Q3,3657652000000.0,
28973916000000.0,44312846000000.0,8076214000000.0,3464757000000.0,11540971000000.0,25712494000000.0,32771875000000.0,8891399000000.0,4339663000000.0,4003515000000.0,2862361000000.0,2862361000000.0,2017,Q4,3657652000000.0,
32467903000000.0,47927432000000.0,9295372000000.0,3378294000000.0,12673666000000.0,28183375000000.0,35253766000000.0,8745834000000.0,4365063000000.0,4343200000000.0,3194653000000.0,3194653000000.0,2018,Q1,3657652000000.0,
39168989000000.0,51945966000000.0,8758476000000.0,3734652000000.0,12493128000000.0,32382153000000.0,39452838000000.0,10254269000000.0,5479012000000.0,5758325000000.0,4205829000000.0,4205829000000.0,2018,Q2,3657652000000.0,
41142431000000.0,56347804000000.0,10159274000000.0,3867812000000.0,14027086000000.0,36986250000000.0,42320718000000.0,11335564000000.0,6389984000000.0,6325643000000.0,4611144000000.0,4611144000000.0,2018,Q3,3657652000000.0,
45082789000000.0,60980608000000.0,11681290000000.0,3638425000000.0,15319715000000.0,40326128000000.0,45660893000000.0,9988984000000.0,4345019000000.0,4600234000000.0,3395460000000.0,3395460000000.0,2018,Q4,3657652000000.0,
46230785000000.0,60964303000000.0,11362414000000.0,4028080000000.0,15390494000000.0,40238726000000.0,45573809000000.0,6420330000000.0,1216990000000.0,1296029000000.0,944276000000.0,944276000000.0,2019,Q1,3657652000000.0,
45753516000000.0,57645368000000.0,6717338000000.0,4981937000000.0,11699275000000.0,40610540000000.0,45946093000000.0,5995713000000.0,365401000000.0,487275000000.0,377235000000.0,377235000000.0,2019,Q2,3657652000000.0,
46056722000000.0,57342971000000.0,5732553000000.0,5250473000000.0,10983026000000.0,41023917000000.0,46359945000000.0,6396077000000.0,308913000000.0,430798000000.0,418687000000.0,418687000000.0,2019,Q3,3657652000000.0,
45984539000000.0,57710070000000.0,6258882000000.0,5406967000000.0,11665849000000.0,40694965000000.0,46044221000000.0,6508635000000.0,91935000000.0,-400501000000.0,-255904000000.0,-255904000000.0,2019,Q4,3657652000000.0,
46729571000000.0,59082683000000.0,6782965000000.0,6270213000000.0,13053178000000.0,40698305000000.0,46029505000000.0,6945135000000.0,721380000000.0,968180000000.0,691938000000.0,691938000000.0,2020,Q1,3657652000000.0,
47558021000000.0,61238070000000.0,7809893000000.0,6190697000000.0,14000590000000.0,41897422000000.0,47237480000000.0,8235501000000.0,1758937000000.0,1597155000000.0,1203627000000.0,1203627000000.0,2020,Q2,3657652000000.0,
47885009000000.0,61466574000000.0,7166724000000.0,6178915000000.0,13345639000000.0,42781239000000.0,48120935000000.0,7893103000000.0,1213523000000.0,1117197000000.0,888283000000.0,888283000000.0,2020,Q3,3657652000000.0,
50760764000000.0,64071005000000.0,7488366000000.0,7008335000000.0,14496701000000.0,44221664000000.0,49574304000000.0,7451248000000.0,852037000000.0,1967502000000.0,1433993000000.0,1433993000000.0,2020,Q4,3657652000000.0,
53624407000000.0,67897310000000.0,8294527000000.0,9861489000000.0,18156016000000.0,44388964000000.0,49741294000000.0,8144157000000.0,1192738000000.0,1298722000000.0,974571000000.0,974571000000.0,2021,Q1,3657652000000.0,
55051591000000.0,70416570000000.0,7718509000000.0,10628270000000.0,18346779000000.0,46309834000000.0,52069791000000.0,9994097000000.0,2677705000000.0,2609834000000.0,1927775000000.0,1927775000000.0,2021,Q2,3657652000000.0,
